Provider Id,Provider Name
60116,EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC
60117,"ANIMAS SURGICAL HOSPITAL, LLC"
60118,ST ANTHONY SUMMIT MEDICAL CENTER
60119,MEDICAL CENTER OF THE ROCKIES
60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS
70001,HOSPITAL OF ST RAPHAEL
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER
70003,DAY KIMBALL HOSPITAL
70004,SHARON HOSPITAL
70005,WATERBURY HOSPITAL
70006,STAMFORD HOSPITAL
70007,LAWRENCE & MEMORIAL HOSPITAL
70008,JOHNSON MEMORIAL HOSPITAL
70010,BRIDGEPORT HOSPITAL
70011,CHARLOTTE HUNGERFORD HOSPITAL
70012,ROCKVILLE GENERAL HOSPITAL
70015,NEW MILFORD HOSPITAL
70016,SAINT MARYS HOSPITAL
70017,MIDSTATE MEDICAL CENTER
70018,GREENWICH HOSPITAL ASSOCIATION
70019,"MILFORD HOSPITAL, INC"
70020,MIDDLESEX HOSPITAL
70021,WINDHAM COMM MEM HOSP & HATCH HOSP
70022,YALE-NEW HAVEN HOSPITAL
70024,WILLIAM W BACKUS HOSPITAL
70025,HARTFORD HOSPITAL
70027,MANCHESTER MEMORIAL HOSPITAL
70028,ST VINCENT'S MEDICAL CENTER
70029,BRISTOL HOSPITAL
70031,GRIFFIN HOSPITAL
70033,DANBURY HOSPITAL
70034,NORWALK HOSPITAL ASSOCIATION
70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE"
70036,JOHN DEMPSEY HOSPITAL
70039,MASONIC HOME AND HOSPITAL
70040,HEBREW HOME AND HOSPITAL INC
80001,"CHRISTIANA CARE HEALTH SERVICES, INC."
80003,ST FRANCIS HOSPITAL
80004,BAYHEALTH - KENT GENERAL HOSPITAL
80006,NANTICOKE MEMORIAL HOSPITAL
80007,BEEBE MEDICAL CENTER
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL
90001,GEORGE WASHINGTON UNIV HOSPITAL
90003,HOWARD UNIVERSITY HOSPITAL
90004,GEORGETOWN UNIVERSITY HOSPITAL
90005,SIBLEY MEMORIAL HOSPITAL
90006,PROVIDENCE HOSPITAL
90008,UNITED MEDICAL CENTER
90011,WASHINGTON HOSPITAL CENTER
100001,SHANDS JACKSONVILLE MEDICAL CENTER
100002,BETHESDA MEMORIAL HOSPITAL
100006,ORLANDO HEALTH
100007,FLORIDA HOSPITAL
100008,BAPTIST HOSPITAL OF MIAMI INC
100009,UNIVERSITY OF MIAMI HOSPITAL
100012,LEE MEMORIAL HOSPITAL
100014,BERT FISH MEDICAL CENTER
100017,HALIFAX HEALTH MEDICAL CENTER
100018,NAPLES COMMUNITY HOSPITAL
100019,HOLMES REGIONAL MEDICAL CENTER
100022,JACKSON MEMORIAL HOSPITAL
100023,CITRUS MEMORIAL HOSPITAL
100025,SACRED HEART HOSPITAL
100026,BAY MEDICAL CENTER
100028,PARRISH MEDICAL CENTER
100029,NORTH SHORE MEDICAL CENTER
100030,HEALTH CENTRAL
100032,BAYFRONT MEDICAL CENTER INC
100034,MOUNT SINAI MEDICAL CENTER
100035,MANATEE MEMORIAL HOSPITAL
100038,MEMORIAL REGIONAL HOSPITAL
100039,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER
100040,ST VINCENT'S MEDICAL CENTER
100043,MEASE HOSPITAL DUNEDIN
100044,MARTIN MEMORIAL MEDICAL CENTER
100045,FLORIDA HOSPITAL DELAND
100046,FLORIDA HOSPITAL ZEPHYRHILLS
100047,CHARLOTTE REGIONAL MEDICAL CENTER
100048,JAY HOSPITAL
100049,HIGHLANDS REGIONAL MEDICAL CENTER
100050,PALM SPRINGS GENERAL HOSPITAL
100051,SOUTH LAKE HOSPITAL
100052,WINTER HAVEN HOSPITAL
100053,HIALEAH HOSPITAL
100054,TWIN CITIES HOSPITAL
100055,HELEN ELLIS MEMORIAL HOSPITAL
100057,FLORIDA HOSPITAL WATERMAN
100061,MERCY HOSPITAL INC
100062,MUNROE REGIONAL MEDICAL CENTER
100063,MORTON PLANT NORTH BAY HOSPITAL
100067,ST ANTHONY'S HOSPITAL
100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER
100069,FLORIDA HOSPITAL CARROLLWOOD
100070,VENICE REGIONAL MEDICAL CENTER
100071,BROOKSVILLE REGIONAL HOSPITAL
100072,FLORIDA HOSPITAL FISH MEMORIAL
100073,HOLY CROSS HOSPITAL INC
100075,ST JOSEPH'S HOSPITAL
100076,METROPOLITAN HOSPITAL OF MIAMI
100077,PEACE RIVER REGIONAL MEDICAL CENTER
100080,JFK MEDICAL CENTER
100081,HEALTHMARK REGIONAL MEDICAL CENTER
100084,LEESBURG REGIONAL MEDICAL CENTER
100086,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER
100087,SARASOTA MEMORIAL HOSPITAL
100088,BAPTIST MEDICAL CENTER
100090,FLAGLER HOSPITAL
100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE
100093,BAPTIST HOSPITAL
100099,LAKE WALES MEDICAL CENTER
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER
100105,INDIAN RIVER MEDICAL CENTER
100106,DOCTOR'S MEMORIAL HOSPITAL INC
100107,LEHIGH REGIONAL MEDICAL CENTER
100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER
100110,OSCEOLA REGIONAL MEDICAL CENTER
100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA
100117,BAPTIST MEDICAL CENTER  BEACHES
100118,FLORIDA HOSPITAL FLAGLER
100121,BARTOW REGIONAL MEDICAL CENTER
100122,NORTH OKALOOSA MEDICAL CENTER
100124,SANTA ROSA MEDICAL CENTER
100125,HOMESTEAD HOSPITAL
100126,PALMS OF PASADENA HOSPITAL
100127,MORTON PLANT HOSPITAL
100128,TAMPA GENERAL HOSPITAL
100130,LAKESIDE MEDICAL CENTER
100131,AVENTURA HOSPITAL AND MEDICAL CENTER
100132,SOUTH FLORIDA BAPTIST HOSPITAL
100135,TALLAHASSEE MEMORIAL HEALTHCARE
100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER
100139,TRI COUNTY HOSPITAL - WILLISTON
100140,BAPTIST MEDICAL CENTER - NASSAU
100142,JACKSON HOSPITAL
100150,LOWER KEYS MEDICAL CENTER
100151,MAYO CLINIC
100154,"SOUTH MIAMI HOSPITAL, INC"
100156,LAKE CITY MEDICAL CENTER
100157,LAKELAND REGIONAL MEDICAL CENTER
100161,CENTRAL FLORIDA REGIONAL HOSPITAL
100166,DOCTORS HOSPITAL OF SARASOTA
100167,PLANTATION GENERAL HOSPITAL
100168,BOCA RATON REGIONAL HOSPITAL
100173,FLORIDA HOSPITAL TAMPA
100175,DESOTO MEMORIAL HOSPITAL
100176,PALM BEACH GARDENS MEDICAL CENTER
100177,CAPE CANAVERAL HOSPITAL
100179,MEMORIAL HOSPITAL JACKSONVILLE
100180,ST PETERSBURG GENERAL HOSPITAL
100181,LARKIN COMMUNITY HOSPITAL
100183,CORAL GABLES HOSPITAL
100187,PALMETTO GENERAL HOSPITAL
100189,NORTHWEST MEDICAL CENTER
100191,MEDICAL CENTER OF TRINITY
100200,BROWARD HEALTH IMPERIAL POINT MEDICAL CENTER
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER
100206,MEMORIAL HOSPITAL OF TAMPA
100209,KENDALL REGIONAL MEDICAL CENTER
100211,PASCO REGIONAL MEDICAL CENTER
100212,OCALA REGIONAL MEDICAL CENTER
100213,BLAKE MEDICAL CENTER
100217,SEBASTIAN RIVER MEDICAL CENTER
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM
100223,FORT WALTON BEACH MEDICAL CENTER
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER
100226,ORANGE PARK MEDICAL CENTER
100228,WESTSIDE REGIONAL MEDICAL CENTER
100230,MEMORIAL HOSPITAL PEMBROKE
100231,WEST FLORIDA HOSPITAL
100232,PUTNAM COMMUNITY MEDICAL CENTER
100234,COLUMBIA HOSPITAL
100236,FAWCETT MEMORIAL HOSPITAL
100238,NORTHSIDE HOSPITAL
100239,EDWARD WHITE HOSPITAL
100242,GULF COAST MEDICAL CENTER
100243,BRANDON REGIONAL HOSPITAL
100244,CAPE CORAL HOSPITAL
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE
100248,LARGO MEDICAL CENTER
100249,SEVEN RIVERS REGIONAL MEDICAL CENTER
100252,RAULERSON HOSPITAL
100253,JUPITER MEDICAL CENTER
100254,CAPITAL REGIONAL MEDICAL CENTER
100255,TOWN & COUNTRY HOSPITAL
100256,REGIONAL MEDICAL CENTER BAYONET POINT
100258,DELRAY MEDICAL CENTER
100259,SOUTH BAY HOSPITAL
100260,ST LUCIE MEDICAL CENTER
100264,OAK HILL HOSPITAL
100265,MEASE COUNTRYSIDE HOSPITAL
100266,GULF BREEZE HOSPITAL
100267,ENGLEWOOD COMMUNITY HOSPITAL
100268,WEST BOCA MEDICAL CENTER
100269,PALMS WEST HOSPITAL
100275,WELLINGTON REGIONAL MEDICAL CENTER
100276,CORAL SPRINGS MEDICAL CENTER
100277,DOUGLAS GARDENS HOSPITAL
100281,MEMORIAL HOSPITAL WEST
100284,WESTCHESTER GENERAL HOSPITAL
100285,MEMORIAL HOSPITAL MIRAMAR
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE
100287,GOOD SAMARITAN MEDICAL CENTER
100288,ST MARY'S MEDICAL CENTER
100289,CLEVELAND CLINIC HOSPITAL
100290,"VILLAGES REGIONAL HOSPITAL, THE"
100291,WUESTHOFF MEDICAL CENTER - MELBOURNE
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST
100296,DOCTORS HOSPITAL INC
100299,LAKEWOOD RANCH MEDICAL CENTER
100302,ST CLOUD REGIONAL MEDICAL CENTER
100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE
100313,SACRED HEART HOSPITAL ON THE GULF
100314,WEST KENDALL BAPTIST HOSPITAL
100315,VIERA HOSPITAL
100316,PALM BAY HOSPITAL
110001,HAMILTON MEDICAL CENTER
110002,UPSON REGIONAL MEDICAL CENTER
110003,SATILLA REGIONAL MEDICAL CENTER
110004,HUTCHESON MEDICAL CENTER
110005,NORTHSIDE HOSPITAL FORSYTH
110006,ST MARY'S HOSPITAL
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL
110008,NORTHSIDE HOSPITAL CHEROKEE
110010,EMORY UNIVERSITY HOSPITAL
110011,TANNER MEDICAL CENTER - CARROLLTON
110015,TANNER MEDICAL CENTER VILLA RICA
110016,WEST GEORGIA MEDICAL CENTER
110018,NEWTON MEDICAL CENTER
110023,GORDON HOSPITAL
110024,CANDLER HOSPITAL
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS
110026,ELBERT MEMORIAL HOSPITAL
110027,COBB MEMORIAL HOSPITAL
110028,UNIVERSITY HOSPITAL
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC"
110030,CARTERSVILLE MEDICAL CENTER
110031,SPALDING REGIONAL MEDICAL CENTER
110032,STEPHENS COUNTY HOSPITAL
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS
110035,WELLSTAR KENNESTONE HOSPITAL
110036,"MEMORIAL HEALTH UNIV MED CEN, INC"
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL
110039,TRINITY HOSPITAL OF AUGUSTA
110040,NORTHRIDGE MEDICAL CENTER
110041,HABERSHAM COUNTY MEDICAL CTR
110042,WELLSTAR PAULDING HOSPITAL
110043,ST JOSEPH'S HOSPITAL - SAVANNAH
110044,PHOEBE SUMTER MEDICAL CENTER
110045,BARROW REGIONAL MEDICAL CENTER
110046,WALTON REGIONAL MEDICAL CENTER
110050,MURRAY MEDICAL CENTER
110051,UNION GENERAL HOSPITAL
110054,FLOYD MEDICAL CENTER
110059,HART COUNTY HOSPITAL
110064,"MEDICAL CENTER, THE"
110069,HOUSTON MEDICAL CENTER
110071,APPLING HOSPITAL
110073,DORMINY MEDICAL CENTER
110074,ATHENS REGIONAL MEDICAL CENTER
110075,EAST GEORGIA REGIONAL MEDICAL CENTER
110076,DEKALB MEDICAL CENTER
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN
110079,GRADY MEMORIAL HOSPITAL
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC"
110083,PIEDMONT HOSPITAL
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER
110087,GWINNETT MEDICAL CENTER
110089,COFFEE REGIONAL MEDICAL CENTER
110091,ROCKDALE MEDICAL CENTER
110092,DODGE COUNTY HOSPITAL
110095,TIFT REGIONAL MEDICAL CENTER
110100,JEFFERSON HOSPITAL
110101,MEMORIAL HOSPITAL OF ADEL INC
110104,CRISP REGIONAL HOSPITAL
110105,COLQUITT REGIONAL MEDICAL CENTER
110107,MEDICAL CENTER OF CENTRAL GEORGIA
110109,EMANUEL MEDICAL CENTER
110111,MCDUFFIE REGIONAL MEDICAL CENTER
110112,BERRIEN COUNTY HOSPITAL
110113,BURKE MEDICAL CENTER
110115,ATLANTA MEDICAL CENTER
110121,GRADY GENERAL HOSPITAL
110122,SOUTH GEORGIA MEDICAL CENTER
110124,WAYNE MEMORIAL HOSPITAL
110125,FAIRVIEW PARK HOSPITAL
110128,MEADOWS REGIONAL MEDICAL CENTER
110129,"ST FRANCIS HOSPITAL, INC"
110132,MEMORIAL HOSPITAL AND MANOR
110135,TAYLOR REGIONAL HOSPITAL
110142,EVANS MEMORIAL HOSPITAL
110143,WELLSTAR COBB HOSPITAL
110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS
110150,OCONEE REGIONAL MEDICAL CENTER
110153,PERRY HOSPITAL
110161,NORTHSIDE HOSPITAL
110163,PHOEBE NORTH
110164,COLISEUM MEDICAL CENTER
110165,SOUTHERN REGIONAL MEDICAL CENTER
110168,REDMOND REGIONAL MEDICAL CENTER
110177,DOCTORS HOSPITAL
110183,EMORY-ADVENTIST HOSPITAL
110184,WELLSTAR DOUGLAS HOSPITAL
110186,DOCTORS HOSPITAL
110187,CHESTATEE REGIONAL HOSPITAL
110189,FANNIN REGIONAL HOSPITAL
110190,FLINT RIVER HOSPITAL
110191,"HENRY MEDICAL CENTER, INC"
110192,EMORY EASTSIDE MEDICAL CENTER
110194,DONALSONVILLE HOSPITAL INC
110198,NORTH FULTON REGIONAL HOSPITAL
110200,HUGHSTON HOSPITAL
110201,COLISEUM NORTHSIDE HOSPITAL
110203,WESLEY WOODS GERIATRIC HOSPITAL
110205,NORTH GEORGIA MEDICAL CENTER
110209,TURNING POINT HOSPITAL
110212,SMITH NORTHVIEW HOSPITAL
110215,PIEDMONT FAYETTE HOSPITAL
110219,SOUTH FULTON MEDICAL CENTER
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC
110226,DEKALB MEDICAL CENTER AT HILLANDALE
110229,"PIEDMONT NEWNAN HOSPITAL, INC"
110230,EMORY JOHNS CREEK HOSPITAL
120001,THE QUEENS MEDICAL CENTER
120002,MAUI MEMORIAL MEDICAL CENTER
120004,WAHIAWA GENERAL HOSPITAL
120005,HILO MEDICAL CENTER
120006,CASTLE MEDICAL CENTER
120007,KUAKINI MEDICAL CENTER
120010,HAWAII MEDICAL CENTER EAST
120011,KAISER FOUNDATION HOSPITAL
120014,WILCOX MEMORIAL HOSPITAL
120019,KONA COMMUNITY HOSPITAL
120022,STRAUB CLINIC AND HOSPITAL
120026,PALI MOMI MEDICAL CENTER
120027,HAWAII MEDICAL CENTER WEST
120028,NORTH HAWAII COMMUNITY HOSPITAL
130002,ST LUKES MAGIC VALLEY RMC
130003,ST JOSEPH REGIONAL MEDICAL CENTER
130006,ST LUKES REGIONAL MEDICAL CENTER
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA
130014,WEST VALLEY MEDICAL CENTER
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER
130025,MADISON MEMORIAL HOSPITAL
130028,PORTNEUF MEDICAL CENTER
130049,KOOTENAI MEDICAL CENTER
130063,TREASURE VALLEY HOSPITAL
130065,MOUNTAIN VIEW HOSPITAL
130066,NORTHWEST SPECIALTY HOSPITAL
140001,GRAHAM HOSPITAL ASSOCIATION
140002,ALTON MEMORIAL HOSPITAL
140007,PROVENA ST JOSEPH MEDICAL CENTER
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL
140010,EVANSTON HOSPITAL
140011,HERRIN HOSPITAL
140012,KATHERINE SHAW BETHEA HOSPITAL
140013,PROCTOR HOSPITAL
140015,BLESSING HOSPITAL
140018,MT SINAI HOSPITAL MEDICAL CENTER
140019,SHELBY MEMORIAL HOSPITAL
140026,ST MARYS HOSPITAL
140029,COPLEY MEMORIAL HOSPITAL
140030,SHERMAN HOSPITAL
140032,ST ANTHONYS MEMORIAL HOSPITAL
140034,ST MARYS HOSPITAL
140040,GALESBURG COTTAGE HOSPITAL
140043,CGH MEDICAL CENTER
140046,GOOD SAMARITAN REGIONAL HLTH CENTER
140048,ADVOCATE TRINITY HOSPITAL
140049,WEST SUBURBAN MEDICAL CENTER
140051,SKOKIE HOSPITAL
140052,SAINT ANTHONY'S HEALTH CENTER
140053,ST JOHNS HOSPITAL
140054,MACNEAL  HOSPITAL
140058,PASSAVANT AREA HOSPITAL
140059,JERSEY COMMUNITY HOSPITAL
140062,PALOS COMMUNITY HOSPITAL
140063,RUSH OAK PARK HOSPITAL
140064,ST MARY MEDICAL CENTER
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL
140067,SAINT FRANCIS MEDICAL CENTER
140068,ROSELAND COMMUNITY HOSPITAL
140077,TOUCHETTE REGIONAL HOSPITAL INC
140080,RHC ST FRANCIS HOSPITAL
140082,LOUIS A WEISS MEMORIAL HOSPITAL
140083,LORETTO HOSPITAL
140084,VISTA MEDICAL CENTER EAST
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER
140089,MC DONOUGH DISTRICT HOSPITAL
140091,CARLE FOUNDATION HOSPITAL
140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN
140095,SAINT ANTHONY HOSPITAL
140100,MIDWESTERN REGION MED CENTER
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS
140103,ST BERNARD HOSPITAL
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER
140113,PROVENA COVENANT MEDICAL CENTER- URBANA
140114,SWEDISH COVENANT HOSPITAL
140115,THOREK MEMORIAL HOSPITAL
140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL
140117,RESURRECTION MEDICAL CENTER
140118,METROSOUTH MEDICAL CENTER
140119,RUSH UNIVERSITY MEDICAL CENTER
140120,PEKIN MEMORIAL HOSPITAL
140122,HINSDALE HOSPITAL
140124,JOHN H STROGER JR HOSPITAL
140125,GATEWAY REGIONAL MEDICAL CENTER
140127,BROMENN HEALTHCARE
140130,LAKE FOREST HOSPITAL
140133,HOLY CROSS HOSPITAL
140135,DECATUR MEMORIAL HOSPITAL
140137,GREENVILLE REGIONAL HOSPITAL
140143,ST MARGARETS HOSPITAL
140145,ST JOSEPHS HOSPITAL
140147,RICHLAND MEMORIAL HOSPITAL
140148,MEMORIAL MEDICAL CENTER
140150,UNIVERSITY OF ILLINOIS HOSPITAL
140151,SACRED HEART HOSPITAL
140155,PROVENA ST MARYS HOSPITAL
140158,MERCY HOSPITAL AND MEDICAL CENTER
140160,FHN MEMORIAL HOSPITAL
140161,SAINT JAMES HOSPITAL
140162,ST JOSEPH MEDICAL CENTER
140164,MEMORIAL HOSPITAL OF CARBONDALE
140166,ST MARYS HOSPITAL
140167,IROQUOIS MEMORIAL HOSPITAL
140172,FRANCISCAN ST JAMES HEALTH
140174,PROVENA MERCY MEDICAL CENTER
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL
140177,JACKSON PARK HOSPITAL
140179,LITTLE COMPANY OF MARY HOSPITAL
140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS
140181,SOUTH SHORE HOSPITAL
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER
140184,HEARTLAND REGIONAL MEDICAL CENTER
140185,MEMORIAL HOSPITAL
140186,RIVERSIDE MEDICAL CENTER
140187,ST ELIZABETH HOSPITAL
140189,SARAH BUSH LINCOLN HEALTH CENTER
140191,INGALLS MEMORIAL HOSPITAL
140197,METHODIST HOSPITAL OF CHICAGO
140200,ELMHURST MEMORIAL HOSPITAL
140202,ADVOCATE CONDELL MEDICAL CENTER
140206,NORWEGIAN-AMERICAN HOSPITAL
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER
140209,METHODIST MEDICAL CENTER OF ILLINOIS
140210,HARRISBURG MEDICAL CENTER
140211,DELNOR COMMUNITY HOSPITAL
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS
140217,PROVENA - SAINT JOSEPH HOSPITAL
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL
140224,SAINT JOSEPH HOSPITAL
140228,SWEDISH AMERICAN HOSPITAL
140231,EDWARD HOSPITAL
140233,SAINT ANTHONY MEDICAL CENTER
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL
140239,ROCKFORD MEMORIAL HOSPITAL
140240,WESTLAKE COMMUNITY HOSPITAL
140242,CENTRAL DUPAGE HOSPITAL
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL
140251,OUR LADY OF THE RESURRECTION MED CTR
140252,NORTHWEST COMMUNITY HOSPITAL
140258,ALEXIAN BROTHERS MEDICAL CENTER
140275,GENESIS MEDICAL CENTER ILLINI CAMPUS
140276,LOYOLA UNIVERSITY MEDICAL CENTER
140280,TRINITY ROCK ISLAND
140281,NORTHWESTERN MEMORIAL HOSPITAL
140286,KISHWAUKEE COMMUNITY HOSPITAL
140288,ADVOCATE GOOD SAMARITAN HOSPITAL
140289,ANDERSON HOSPITAL
140290,ST ALEXIUS MEDICAL CENTER
140291,ADVOCATE GOOD SHEPHERD HOSPITAL
140292,ADVENTIST GLENOAKS
140294,CROSSROADS COMMUNITY HOSPITAL
140300,PROVIDENT HOSPITAL OF CHICAGO
140301,OAK FOREST HOSPITAL
140304,ADVENTIST BOLINGBROOK HOSPITAL
150001,JOHNSON MEMORIAL HOSPITAL
150002,METHODIST HOSPITALS INC
150003,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL
150004,FRANCISCAN ST MARGARET HEALTH - HAMMOND
150005,HENDRICKS REGIONAL HEALTH
150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL
150007,HOWARD REGIONAL HEALTH SYSTEM
150008,ST CATHERINE HOSPITAL INC
150009,CLARK MEMORIAL HOSPITAL
150010,ST JOSEPH HOSPITAL & HEALTH CENTER INC
150011,MARION GENERAL HOSPITAL
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY
150017,LUTHERAN HOSPITAL OF INDIANA
150018,ELKHART GENERAL HOSPITAL
150021,PARKVIEW REGIONAL MEDICAL CENTER
150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE
150023,UNION HOSPITAL INC
150024,WILLIAM N WISHARD MEMORIAL HOSPITAL
150026,IU HEALTH GOSHEN HOSPITAL
150030,HENRY COUNTY MEMORIAL HOSPITAL
150033,FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE
150034,ST MARY MEDICAL CENTER INC
150035,PORTER VALPARAISO HOSPITAL
150037,HANCOCK REGIONAL HOSPITAL
150038,INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC
150042,GOOD SAMARITAN HOSPITAL
150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES
150045,DEKALB HEALTH
150046,TERRE HAUTE REGIONAL HOSPITAL
150047,ST JOSEPH HOSPITAL
150048,REID HOSPITAL & HEALTH CARE SERVICES
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL
150056,INDIANA UNIVERSITY HEALTH
150057,FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE
150058,MEMORIAL HOSPITAL OF SOUTH BEND
150059,RIVERVIEW HOSPITAL
150061,DAVIESS COMMUNITY HOSPITAL
150064,FAYETTE REGIONAL HEALTH SYSTEM
150065,SCHNECK MEDICAL CENTER
150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE"
150072,MEMORIAL HOSPITAL
150074,COMMUNITY HOSPITAL EAST
150075,BLUFFTON REGIONAL MEDICAL CENTER
150076,SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH
150082,DEACONESS HOSPITAL INC
150084,ST VINCENT HOSPITAL & HEALTH SERVICES
150086,DEARBORN COUNTY HOSPITAL
150088,SAINT JOHN'S HEALTH SYSTEM
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL
150090,FRANCISCAN ST MARGARET HEALTH - DYER
150091,PARKVIEW HUNTINGTON HOSPITAL
150097,MAJOR HOSPITAL
150100,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC
150101,PARKVIEW WHITLEY HOSPITAL
150102,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL
150104,WITHAM HEALTH SERVICES
150109,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST
150112,COLUMBUS REGIONAL HOSPITAL
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER
150125,COMMUNITY HOSPITAL
150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT
150128,COMMUNITY HOSPITAL SOUTH
150129,WESTVIEW HOSPITAL
150133,KOSCIUSKO COMMUNITY HOSPITAL
150146,PARKVIEW NOBLE HOSPITAL
150150,DUPONT HOSPITAL LLC
150153,ST VINCENT HEART CENTER OF INDIANA LLC
150154,INDIANA HEART HOSPITAL THE
150157,ST VINCENT CARMEL HOSPITAL INC
150158,IU HEALTH WEST HOSPITAL
150160,INDIANA ORTHOPAEDIC HOSPITAL LLC
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL
150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS
150163,SAINT CATHERINE REGIONAL HOSPITAL
150164,MONROE HOSPITAL
150165,FRANCISCAN PHYSICIANS HOSPITAL LLC
150166,PINNACLE HOSPITAL
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR
150169,COMMUNITY HOSPITAL NORTH
150172,PHYSICIANS' MEDICAL CENTER LLC
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC
150176,KENTUCKIANA MEDICAL CENTER LLC
150177,UNITY MEDICAL AND SURGICAL HOSPITAL
160001,MARSHALLTOWN MEDICAL & SURGICAL CENTER
160005,ST ANTHONY REGIONAL HOSPITAL
160008,KEOKUK AREA HOSPITAL
160013,TRINITY MUSCATINE
160016,TRINITY REGIONAL MEDICAL CENTER
160024,IOWA LUTHERAN HOSPITAL
160028,ALEGENT HEALTH MERCY HOSPITAL
160029,MERCY HOSPITAL
160030,MARY GREELEY MEDICAL CENTER
160032,SKIFF MEDICAL CENTER
160033,GENESIS MEDICAL CENTER-DAVENPORT
160040,SARTORI MEMORIAL HOSPITAL
160045,ST LUKES HOSPITAL
160047,JENNIE EDMUNDSON HOSPITAL
160057,GREAT RIVER MEDICAL CENTER
